"32;""services"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";653;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"35;""admin."";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";193;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"47;""management"";""married"";""basic.4y"";""no"";""no"";""yes"";""telephone"";""jun"";""thu"";216;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"35;""admin."";""married"";""high.school"";""no"";""no"";""yes"";""telephone"";""jun"";""thu"";291;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"53;""admin."";""single"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";223;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"37;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";96;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"42;""admin."";""married"";""basic.4y"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";477;7;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"58;""retired"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";327;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"53;""admin."";""single"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";446;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"35;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";159;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"55;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";178;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"51;""blue-collar"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";152;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"51;""admin."";""married"";""professional.course"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";169;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"37;""technician"";""single"";""professional.course"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";635;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"48;""services"";""divorced"";""basic.6y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";122;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"44;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";136;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"34;""admin."";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";69;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"45;""admin."";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";521;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"33;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";201;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"41;""admin."";""married"";""university.degree"";""no"";""yes"";""yes"";""telephone"";""jun"";""thu"";142;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"42;""blue-collar"";""single"";""basic.6y"";""no"";""unknown"";""unknown"";""telephone"";""jun"";""thu"";59;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"30;""admin."";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";66;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"41;""blue-collar"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";512;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""yes"""
"45;""housemaid"";""married"";""professional.course"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";810;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"45;""services"";""married"";""basic.6y"";""no"";""yes"";""yes"";""telephone"";""jun"";""thu"";138;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"38;""technician"";""single"";""professional.course"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";574;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"40;""services"";""married"";""unknown"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";44;6;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"43;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";145;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"35;""blue-collar"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";196;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"37;""blue-collar"";""single"";""basic.4y"";""unknown"";""yes"";""yes"";""telephone"";""jun"";""thu"";270;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"47;""admin."";""married"";""university.degree"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";252;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"39;""management"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";26;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"34;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";335;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"46;""blue-collar"";""married"";""basic.4y"";""unknown"";""no"";""yes"";""telephone"";""jun"";""thu"";89;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"44;""blue-collar"";""married"";""basic.4y"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";330;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"40;""entrepreneur"";""married"";""university.degree"";""unknown"";""unknown"";""unknown"";""telephone"";""jun"";""thu"";91;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"54;""admin."";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";361;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"46;""entrepreneur"";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";64;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"36;""management"";""divorced"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";221;12;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"41;""blue-collar"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";84;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"42;""services"";""married"";""unknown"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";53;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"34;""technician"";""single"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";90;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"45;""unknown"";""married"";""unknown"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";141;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"33;""services"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";254;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"45;""blue-collar"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";263;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"40;""blue-collar"";""married"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";212;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"38;""blue-collar"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";149;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"49;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";77;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"49;""services"";""married"";""high.school"";""no"";""no"";""yes"";""telephone"";""jun"";""thu"";374;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"39;""blue-collar"";""married"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";207;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"41;""blue-collar"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";83;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"41;""admin."";""divorced"";""high.school"";""no"";""unknown"";""unknown"";""telephone"";""jun"";""thu"";289;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"42;""entrepreneur"";""married"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";143;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"49;""unknown"";""married"";""unknown"";""no"";""no"";""yes"";""telephone"";""jun"";""thu"";188;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"42;""unemployed"";""married"";""high.school"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";106;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"34;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";191;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"49;""admin."";""divorced"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";370;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"43;""technician"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";487;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"42;""services"";""married"";""high.school"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";84;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"52;""blue-collar"";""married"";""unknown"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";118;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"50;""blue-collar"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";56;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"57;""admin."";""married"";""university.degree"";""no"";""no"";""yes"";""telephone"";""jun"";""thu"";253;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"47;""blue-collar"";""married"";""basic.6y"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";786;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"44;""blue-collar"";""married"";""unknown"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";239;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"40;""management"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";136;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"30;""admin."";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";162;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"33;""management"";""married"";""university.degree"";""no"";""no"";""yes"";""telephone"";""jun"";""thu"";219;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"37;""unemployed"";""married"";""professional.course"";""unknown"";""yes"";""yes"";""telephone"";""jun"";""thu"";135;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"36;""admin."";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";177;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"38;""technician"";""divorced"";""professional.course"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";252;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"55;""retired"";""divorced"";""professional.course"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";416;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"43;""unemployed"";""married"";""professional.course"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";52;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"37;""technician"";""single"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";32;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"31;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";217;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"29;""student"";""married"";""high.school"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";145;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"24;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";93;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"57;""services"";""married"";""high.school"";""unknown"";""yes"";""yes"";""telephone"";""jun"";""thu"";61;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"30;""blue-collar"";""single"";""unknown"";""no"";""no"";""yes"";""telephone"";""jun"";""thu"";262;5;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"58;""technician"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";246;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"26;""admin."";""single"";""high.school"";""no"";""unknown"";""unknown"";""telephone"";""jun"";""thu"";92;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"29;""blue-collar"";""single"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";1318;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""yes"""
"23;""services"";""single"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";197;10;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"47;""management"";""married"";""basic.9y"";""unknown"";""unknown"";""unknown"";""telephone"";""jun"";""thu"";282;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"38;""blue-collar"";""married"";""basic.6y"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";922;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""yes"""
"45;""technician"";""divorced"";""university.degree"";""no"";""yes"";""yes"";""telephone"";""jun"";""thu"";163;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"52;""retired"";""divorced"";""basic.4y"";""unknown"";""yes"";""yes"";""telephone"";""jun"";""thu"";26;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"29;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";63;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"43;""technician"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";176;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"36;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";67;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"38;""admin."";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";605;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"27;""blue-collar"";""married"";""basic.6y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";75;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"38;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";1411;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"52;""services"";""divorced"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";83;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"52;""services"";""divorced"";""high.school"";""no"";""unknown"";""unknown"";""telephone"";""jun"";""thu"";297;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"38;""admin."";""married"";""high.school"";""no"";""yes"";""yes"";""telephone"";""jun"";""thu"";2028;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""yes"""
"54;""blue-collar"";""married"";""basic.6y"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";211;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"39;""blue-collar"";""married"";""basic.6y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";453;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"28;""blue-collar"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";419;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"53;""technician"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";498;7;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"40;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";202;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"49;""management"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";21;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"40;""services"";""married"";""high.school"";""no"";""yes"";""yes"";""telephone"";""jun"";""thu"";40;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"23;""technician"";""single"";""professional.course"";""no"";""unknown"";""unknown"";""telephone"";""jun"";""thu"";148;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"36;""management"";""single"";""high.school"";""no"";""unknown"";""unknown"";""telephone"";""jun"";""thu"";184;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"38;""unemployed"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";55;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"31;""admin."";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";952;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""yes"""
"36;""blue-collar"";""single"";""basic.9y"";""no"";""no"";""yes"";""telephone"";""jun"";""thu"";207;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"34;""admin."";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";238;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"35;""admin."";""divorced"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";318;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"37;""blue-collar"";""divorced"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";232;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"57;""retired"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";76;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"35;""blue-collar"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";153;14;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"58;""technician"";""married"";""high.school"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";525;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"36;""blue-collar"";""married"";""basic.4y"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";97;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"49;""management"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";216;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"38;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";142;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"39;""admin."";""single"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";290;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"34;""blue-collar"";""married"";""professional.course"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";280;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"36;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";559;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"33;""blue-collar"";""single"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";67;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"59;""retired"";""married"";""unknown"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";235;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"57;""retired"";""single"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";107;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"55;""management"";""married"";""professional.course"";""unknown"";""yes"";""yes"";""telephone"";""jun"";""thu"";368;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"25;""blue-collar"";""single"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";74;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"55;""blue-collar"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";1136;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""yes"""
"23;""blue-collar"";""single"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";359;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"56;""self-employed"";""single"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";64;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"31;""technician"";""single"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";73;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"51;""blue-collar"";""married"";""basic.4y"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";16;9;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"43;""blue-collar"";""divorced"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";409;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"45;""technician"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";65;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"57;""blue-collar"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";69;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"34;""services"";""married"";""basic.6y"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";722;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"31;""entrepreneur"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";133;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"37;""management"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";288;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"29;""admin."";""married"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";120;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"60;""entrepreneur"";""married"";""basic.4y"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";43;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"40;""blue-collar"";""single"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";78;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"55;""technician"";""married"";""professional.course"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";166;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"43;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";30;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"45;""blue-collar"";""married"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";10;16;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"40;""retired"";""married"";""professional.course"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";219;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"37;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";164;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"47;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";148;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"37;""blue-collar"";""married"";""professional.course"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";11;7;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"28;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";130;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"52;""technician"";""married"";""unknown"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";208;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"28;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";140;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"25;""blue-collar"";""single"";""professional.course"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";559;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"38;""services"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";224;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
"55;""housemaid"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";93;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
