"38;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";132;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"41;""blue-collar"";""single"";""basic.6y"";""unknown"";""yes"";""no"";""cellular"";""may"";""fri"";261;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"32;""technician"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""fri"";56;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"43;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";66;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"28;""technician"";""married"";""high.school"";""unknown"";""yes"";""no"";""cellular"";""may"";""fri"";197;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"43;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";254;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"43;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";157;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"29;""management"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";468;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"34;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";451;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"35;""admin."";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""fri"";55;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"55;""blue-collar"";""married"";""unknown"";""unknown"";""no"";""no"";""cellular"";""may"";""fri"";9;2;999;2;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"26;""blue-collar"";""single"";""basic.6y"";""no"";""yes"";""yes"";""cellular"";""may"";""fri"";191;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"49;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";87;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"35;""services"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""fri"";301;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"35;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";662;1;12;1;""success"";-1.8;92.893;-46.2;1.313;5099.1;""yes"""
"39;""blue-collar"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""may"";""fri"";101;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"54;""technician"";""married"";""university.degree"";""unknown"";""no"";""no"";""cellular"";""may"";""fri"";56;5;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"39;""blue-collar"";""married"";""high.school"";""no"";""no"";""yes"";""cellular"";""may"";""fri"";248;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"39;""blue-collar"";""married"";""high.school"";""no"";""yes"";""yes"";""cellular"";""may"";""fri"";273;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"37;""blue-collar"";""married"";""basic.6y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";78;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"32;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";18;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"56;""blue-collar"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""cellular"";""may"";""fri"";705;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"37;""self-employed"";""single"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";82;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"52;""services"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";207;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"24;""services"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";53;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"35;""blue-collar"";""single"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";568;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""yes"""
"37;""admin."";""married"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""may"";""fri"";364;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"43;""blue-collar"";""married"";""basic.6y"";""no"";""no"";""yes"";""cellular"";""may"";""fri"";67;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"34;""admin."";""married"";""high.school"";""unknown"";""no"";""no"";""cellular"";""may"";""fri"";131;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"38;""technician"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""fri"";186;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"41;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";212;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"42;""blue-collar"";""married"";""basic.4y"";""unknown"";""no"";""no"";""cellular"";""may"";""fri"";306;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"41;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""yes"";""cellular"";""may"";""fri"";198;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"57;""management"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";129;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"44;""services"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";161;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"28;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";579;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"41;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";491;1;999;2;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"33;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";176;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"27;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";1448;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""yes"""
"33;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""yes"";""cellular"";""may"";""fri"";99;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"44;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";69;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"33;""blue-collar"";""single"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";392;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"37;""blue-collar"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";142;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"33;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";428;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"32;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""fri"";209;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"33;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";656;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""yes"""
"33;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";728;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""yes"""
"38;""blue-collar"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";81;3;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"33;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";720;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""yes"""
"37;""blue-collar"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""fri"";171;1;999;2;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"34;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";291;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"33;""blue-collar"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";435;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"45;""technician"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""fri"";272;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"52;""services"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";121;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"42;""admin."";""divorced"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";243;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"29;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";164;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"45;""technician"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";144;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"33;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";339;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"52;""retired"";""divorced"";""basic.6y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";154;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"32;""blue-collar"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""fri"";319;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"38;""blue-collar"";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""may"";""fri"";218;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"34;""services"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""may"";""fri"";125;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"46;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""may"";""fri"";124;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"22;""student"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""fri"";87;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"30;""services"";""single"";""high.school"";""unknown"";""no"";""no"";""cellular"";""may"";""fri"";87;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"40;""services"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";151;4;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"58;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";67;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"33;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""fri"";89;6;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"34;""blue-collar"";""married"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""may"";""fri"";183;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"35;""entrepreneur"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""fri"";270;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"47;""services"";""married"";""high.school"";""no"";""no"";""yes"";""cellular"";""may"";""fri"";196;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"34;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""fri"";247;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"29;""blue-collar"";""single"";""basic.4y"";""unknown"";""yes"";""no"";""cellular"";""may"";""fri"";206;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"30;""self-employed"";""married"";""basic.9y"";""unknown"";""no"";""no"";""cellular"";""may"";""fri"";73;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"40;""services"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""cellular"";""may"";""fri"";85;1;999;2;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"29;""blue-collar"";""single"";""basic.4y"";""unknown"";""yes"";""no"";""cellular"";""may"";""fri"";325;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"39;""blue-collar"";""married"";""basic.4y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";180;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"34;""self-employed"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";76;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"37;""services"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";279;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"26;""student"";""single"";""basic.9y"";""unknown"";""yes"";""no"";""cellular"";""may"";""fri"";682;2;3;2;""success"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"37;""services"";""single"";""professional.course"";""no"";""no"";""no"";""cellular"";""may"";""fri"";462;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"25;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";238;6;999;2;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"34;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";81;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"21;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";279;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"36;""blue-collar"";""married"";""basic.9y"";""no"";""unknown"";""unknown"";""cellular"";""may"";""fri"";68;5;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"51;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""fri"";127;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"31;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""fri"";238;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"32;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""may"";""fri"";158;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"41;""services"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""fri"";1642;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"39;""blue-collar"";""married"";""basic.9y"";""unknown"";""no"";""no"";""cellular"";""may"";""fri"";69;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"40;""blue-collar"";""married"";""basic.6y"";""unknown"";""yes"";""no"";""cellular"";""may"";""fri"";356;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"35;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";25;6;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"47;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";146;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"33;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";264;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"35;""management"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";345;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"33;""blue-collar"";""single"";""basic.6y"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";474;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"54;""admin."";""divorced"";""professional.course"";""no"";""yes"";""no"";""telephone"";""may"";""fri"";75;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"41;""services"";""single"";""high.school"";""unknown"";""yes"";""no"";""cellular"";""may"";""fri"";77;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"33;""admin."";""married"";""high.school"";""no"";""no"";""yes"";""cellular"";""may"";""fri"";254;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"35;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";219;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"34;""management"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";175;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"34;""management"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""fri"";261;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"34;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";456;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"37;""services"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";241;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"32;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";297;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"51;""admin."";""married"";""high.school"";""unknown"";""no"";""no"";""cellular"";""may"";""fri"";117;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"41;""blue-collar"";""single"";""basic.6y"";""unknown"";""no"";""no"";""cellular"";""may"";""fri"";103;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"55;""management"";""married"";""basic.4y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";95;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"34;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";198;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"40;""blue-collar"";""married"";""basic.6y"";""unknown"";""no"";""no"";""cellular"";""may"";""fri"";182;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"35;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";226;5;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"55;""entrepreneur"";""divorced"";""university.degree"";""unknown"";""no"";""no"";""cellular"";""may"";""fri"";133;8;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"31;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""fri"";123;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"41;""blue-collar"";""single"";""basic.6y"";""unknown"";""no"";""no"";""cellular"";""may"";""fri"";211;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"35;""services"";""single"";""high.school"";""no"";""yes"";""no"";""telephone"";""may"";""fri"";473;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"29;""blue-collar"";""single"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";26;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"32;""blue-collar"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""cellular"";""may"";""fri"";137;1;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"29;""blue-collar"";""single"";""basic.9y"";""unknown"";""no"";""no"";""cellular"";""may"";""fri"";85;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"25;""blue-collar"";""single"";""basic.9y"";""no"";""yes"";""yes"";""cellular"";""may"";""fri"";238;6;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"32;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""fri"";316;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"41;""services"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";408;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"34;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";144;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"32;""technician"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""fri"";428;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"30;""services"";""single"";""high.school"";""unknown"";""no"";""no"";""cellular"";""may"";""fri"";422;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"32;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""may"";""fri"";44;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"31;""blue-collar"";""married"";""basic.6y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";294;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"41;""admin."";""married"";""university.degree"";""unknown"";""yes"";""no"";""telephone"";""may"";""fri"";288;3;999;2;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"48;""admin."";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";311;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"39;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";273;4;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"32;""blue-collar"";""single"";""basic.6y"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";91;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"43;""blue-collar"";""married"";""basic.6y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";36;5;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"38;""blue-collar"";""married"";""professional.course"";""no"";""yes"";""no"";""telephone"";""may"";""fri"";37;3;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"35;""technician"";""married"";""high.school"";""unknown"";""yes"";""no"";""cellular"";""may"";""fri"";104;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"40;""admin."";""married"";""high.school"";""unknown"";""no"";""yes"";""cellular"";""may"";""fri"";326;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"35;""management"";""married"";""professional.course"";""no"";""no"";""yes"";""cellular"";""may"";""fri"";376;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"34;""blue-collar"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";44;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"37;""admin."";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""fri"";104;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"37;""blue-collar"";""married"";""high.school"";""unknown"";""no"";""no"";""cellular"";""may"";""fri"";323;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"42;""blue-collar"";""married"";""basic.4y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";309;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"49;""blue-collar"";""single"";""unknown"";""unknown"";""yes"";""no"";""cellular"";""may"";""fri"";347;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"38;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";247;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"38;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""fri"";217;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"34;""technician"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";47;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"36;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";207;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"31;""services"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""fri"";130;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"38;""blue-collar"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""fri"";455;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"35;""management"";""married"";""professional.course"";""no"";""unknown"";""unknown"";""cellular"";""may"";""fri"";154;3;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"29;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""fri"";202;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"33;""admin."";""married"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""may"";""fri"";147;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"27;""services"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";86;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"46;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""fri"";318;2;999;1;""failure"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"37;""admin."";""married"";""high.school"";""unknown"";""yes"";""no"";""cellular"";""may"";""fri"";503;1;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
"42;""blue-collar"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""fri"";262;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.313;5099.1;""no"""
